customer_id,account_id,account_age_days,customer_type,residence_country,industry,risk_segment,kyc_status,pep_flag,expected_monthly_volume,expected_amount,expected_min,expected_max
1043,SYN-ACCOUNT-01043,1123,BUSINESS,US,TECHNOLOGY,MEDIUM,PENDING,False,66,620.8678875284331,124.17357750568664,1862.6036625852994
1056,SYN-ACCOUNT-01056,1354,BUSINESS,SG,SERVICES,HIGH,COMPLETE,False,57,505.71437818279895,101.1428756365598,1517.1431345483968
1067,SYN-ACCOUNT-01067,1926,BUSINESS,GB,RETAIL,MEDIUM,COMPLETE,False,54,862.1191218432474,172.4238243686495,2586.3573655297423
1079,SYN-ACCOUNT-01079,2510,PERSON,US,RETAIL,MEDIUM,COMPLETE,False,17,1392.4331955310702,278.48663910621406,4177.299586593211
1088,SYN-ACCOUNT-01088,1956,PERSON,GB,RETAIL,LOW,COMPLETE,False,12,1580.7443357056543,316.1488671411309,4742.233007116963
1110,SYN-ACCOUNT-01110,1899,BUSINESS,US,RETAIL,LOW,COMPLETE,False,16,786.1973412232645,157.23946824465293,2358.5920236697934
1136,SYN-ACCOUNT-01136,2177,BUSINESS,US,SERVICES,MEDIUM,COMPLETE,False,38,1571.8435556382922,314.36871112765846,4715.530666914877
1152,SYN-ACCOUNT-01152,1298,PERSON,IN,RETAIL,LOW,COMPLETE,False,64,529.9953246525138,105.99906493050275,1589.9859739575413
1165,SYN-ACCOUNT-01165,323,PERSON,GB,SERVICES,HIGH,COMPLETE,False,30,1120.8618604899607,224.17237209799214,3362.585581469882
1177,SYN-ACCOUNT-01177,582,PERSON,US,TECHNOLOGY,MEDIUM,COMPLETE,False,79,1307.1246735916623,261.42493471833245,3921.374020774987
1182,SYN-ACCOUNT-01182,2075,BUSINESS,DE,RETAIL,HIGH,COMPLETE,False,51,1171.5366451414206,234.30732902828413,3514.609935424262
1213,SYN-ACCOUNT-01213,2601,BUSINESS,DE,RETAIL,HIGH,COMPLETE,False,55,281.5307059562722,56.30614119125444,844.5921178688166
1216,SYN-ACCOUNT-01216,1526,PERSON,DE,SERVICES,HIGH,COMPLETE,False,62,1613.8996861874186,322.77993723748375,4841.699058562256
1217,SYN-ACCOUNT-01217,2199,PERSON,DE,RETAIL,LOW,COMPLETE,False,98,771.557752794387,154.31155055887743,2314.6732583831613
1235,SYN-ACCOUNT-01235,1046,BUSINESS,SG,RETAIL,MEDIUM,COMPLETE,False,16,1126.406954311503,225.28139086230058,3379.2208629345087
1237,SYN-ACCOUNT-01237,380,BUSINESS,SG,RETAIL,MEDIUM,COMPLETE,False,63,1399.2683828958016,279.8536765791603,4197.805148687405
1251,SYN-ACCOUNT-01251,1240,BUSINESS,US,SERVICES,MEDIUM,COMPLETE,False,73,1437.8323981881508,287.56647963763015,4313.497194564452
1253,SYN-ACCOUNT-01253,2383,PERSON,US,TECHNOLOGY,HIGH,COMPLETE,False,30,479.9755539140602,95.99511078281205,1439.9266617421806
1290,SYN-ACCOUNT-01290,708,PERSON,SG,TECHNOLOGY,MEDIUM,COMPLETE,False,79,1527.5069756748671,305.50139513497345,4582.520927024601
1309,SYN-ACCOUNT-01309,2559,BUSINESS,US,RETAIL,MEDIUM,COMPLETE,False,87,525.2759452099897,105.05518904199795,1575.827835629969
1313,SYN-ACCOUNT-01313,2561,PERSON,IN,RETAIL,HIGH,COMPLETE,False,48,440.0961135357198,88.01922270714397,1320.2883406071594
1323,SYN-ACCOUNT-01323,2660,BUSINESS,IN,TECHNOLOGY,HIGH,COMPLETE,False,78,1568.6695414561082,313.73390829122167,4706.0086243683245
1328,SYN-ACCOUNT-01328,2028,PERSON,GB,SERVICES,MEDIUM,COMPLETE,False,57,1519.464748017669,303.89294960353385,4558.394244053007
1368,SYN-ACCOUNT-01368,2889,PERSON,DE,RETAIL,HIGH,COMPLETE,False,64,1192.00263724446,238.400527448892,3576.00791173338
1377,SYN-ACCOUNT-01377,2258,BUSINESS,IN,SERVICES,HIGH,COMPLETE,False,18,646.2575444271638,129.25150888543277,1938.7726332814914
1402,SYN-ACCOUNT-01402,906,PERSON,DE,RETAIL,HIGH,COMPLETE,False,64,422.6310522179082,84.52621044358165,1267.8931566537244
1409,SYN-ACCOUNT-01409,856,PERSON,DE,RETAIL,LOW,COMPLETE,False,37,460.1307626405374,92.02615252810749,1380.3922879216123
1411,SYN-ACCOUNT-01411,1688,BUSINESS,US,RETAIL,LOW,COMPLETE,False,21,274.81386010250947,54.962772020501895,824.4415803075284
1423,SYN-ACCOUNT-01423,2027,PERSON,IN,TECHNOLOGY,LOW,COMPLETE,False,46,348.7148001978017,69.74296003956034,1046.1444005934052
1446,SYN-ACCOUNT-01446,2814,PERSON,DE,RETAIL,HIGH,COMPLETE,False,14,1450.8725770728151,290.174515414563,4352.617731218445
1448,SYN-ACCOUNT-01448,2220,BUSINESS,US,TECHNOLOGY,HIGH,COMPLETE,False,37,1288.75606242975,257.75121248595,3866.26818728925
1458,SYN-ACCOUNT-01458,798,BUSINESS,US,RETAIL,HIGH,COMPLETE,False,76,1631.9448131726954,326.3889626345391,4895.834439518087
1491,SYN-ACCOUNT-01491,1473,BUSINESS,DE,TECHNOLOGY,LOW,COMPLETE,False,81,194.1251014776538,38.82502029553076,582.3753044329615
1493,SYN-ACCOUNT-01493,1005,BUSINESS,IN,RETAIL,MEDIUM,COMPLETE,False,69,430.9066989597204,86.18133979194408,1292.7200968791612
1509,SYN-ACCOUNT-01509,2052,PERSON,SG,SERVICES,HIGH,COMPLETE,False,64,654.7414167066418,130.94828334132836,1964.2242501199253
1510,SYN-ACCOUNT-01510,1006,BUSINESS,US,SERVICES,LOW,COMPLETE,False,66,597.6398822418087,119.52797644836174,1792.919646725426
1511,SYN-ACCOUNT-01511,692,BUSINESS,DE,SERVICES,MEDIUM,COMPLETE,False,49,1795.9363291982072,359.18726583964144,5387.808987594622
1524,SYN-ACCOUNT-01524,1814,PERSON,DE,SERVICES,MEDIUM,COMPLETE,False,11,1632.4979989800365,326.4995997960073,4897.493996940109
1532,SYN-ACCOUNT-01532,2799,PERSON,US,TECHNOLOGY,MEDIUM,COMPLETE,False,97,248.16901350759122,49.63380270151825,744.5070405227737
1540,SYN-ACCOUNT-01540,1431,BUSINESS,IN,SERVICES,LOW,COMPLETE,False,88,1539.5362985804718,307.90725971609436,4618.608895741416
1542,SYN-ACCOUNT-01542,275,PERSON,IN,SERVICES,LOW,COMPLETE,False,60,855.9907160354802,171.19814320709605,2567.9721481064407
1545,SYN-ACCOUNT-01545,1774,BUSINESS,SG,TECHNOLOGY,LOW,COMPLETE,False,74,1298.1036242329872,259.62072484659745,3894.3108726989612
1546,SYN-ACCOUNT-01546,2065,PERSON,GB,SERVICES,LOW,COMPLETE,False,42,1122.2557419135157,224.45114838270317,3366.7672257405475
1551,SYN-ACCOUNT-01551,2561,BUSINESS,IN,SERVICES,LOW,COMPLETE,False,19,1569.2021564948018,313.84043129896037,4707.606469484405
1556,SYN-ACCOUNT-01556,2691,BUSINESS,GB,TECHNOLOGY,HIGH,COMPLETE,False,83,486.7343353492399,97.34686706984799,1460.2030060477198
1559,SYN-ACCOUNT-01559,2567,PERSON,GB,TECHNOLOGY,MEDIUM,COMPLETE,False,83,1128.4394784911935,225.68789569823872,3385.3184354735804
1578,SYN-ACCOUNT-01578,347,BUSINESS,US,SERVICES,LOW,PENDING,False,70,1246.2340494979467,249.24680989958935,3738.70214849384
1584,SYN-ACCOUNT-01584,1910,BUSINESS,US,RETAIL,HIGH,COMPLETE,False,36,1578.2960145719912,315.6592029143983,4734.888043715973
1586,SYN-ACCOUNT-01586,2471,PERSON,IN,TECHNOLOGY,HIGH,COMPLETE,False,86,1430.9896122669231,286.19792245338465,4292.968836800769
1616,SYN-ACCOUNT-01616,2385,PERSON,DE,SERVICES,MEDIUM,COMPLETE,False,13,706.0827867118758,141.21655734237515,2118.248360135627
1647,SYN-ACCOUNT-01647,1994,BUSINESS,SG,RETAIL,HIGH,COMPLETE,False,50,726.9728380043828,145.39456760087657,2180.9185140131485
1693,SYN-ACCOUNT-01693,1191,PERSON,IN,TECHNOLOGY,LOW,COMPLETE,False,85,583.9675668725334,116.79351337450669,1751.9027006176002
1720,SYN-ACCOUNT-01720,275,BUSINESS,SG,RETAIL,HIGH,COMPLETE,False,19,306.1624552779913,61.23249105559826,918.4873658339739
1733,SYN-ACCOUNT-01733,2598,BUSINESS,US,SERVICES,LOW,COMPLETE,False,10,344.96339680230074,68.99267936046014,1034.890190406902
1754,SYN-ACCOUNT-01754,1883,PERSON,GB,RETAIL,MEDIUM,COMPLETE,False,70,1253.5163460970525,250.70326921941052,3760.5490382911576
1759,SYN-ACCOUNT-01759,1747,BUSINESS,GB,SERVICES,MEDIUM,COMPLETE,False,41,1109.0217216060116,221.80434432120234,3327.0651648180346
1768,SYN-ACCOUNT-01768,212,BUSINESS,US,RETAIL,HIGH,COMPLETE,False,41,169.57482192736538,33.91496438547308,508.7244657820961
1770,SYN-ACCOUNT-01770,1020,PERSON,IN,RETAIL,LOW,COMPLETE,False,63,772.1688509014882,154.43377018029764,2316.5065527044644
1772,SYN-ACCOUNT-01772,1094,BUSINESS,US,SERVICES,HIGH,COMPLETE,False,31,713.6322363468397,142.72644726936795,2140.896709040519
1796,SYN-ACCOUNT-01796,2927,BUSINESS,SG,TECHNOLOGY,MEDIUM,COMPLETE,False,47,957.5269310423793,191.50538620847587,2872.580793127138
1804,SYN-ACCOUNT-01804,392,PERSON,IN,TECHNOLOGY,HIGH,COMPLETE,False,63,1262.380869805078,252.4761739610156,3787.142609415234
1805,SYN-ACCOUNT-01805,145,BUSINESS,GB,TECHNOLOGY,LOW,COMPLETE,False,74,1261.338399076865,252.26767981537301,3784.015197230595
1850,SYN-ACCOUNT-01850,254,BUSINESS,GB,RETAIL,LOW,PENDING,False,23,358.20735587274555,71.64147117454911,1074.6220676182365
1864,SYN-ACCOUNT-01864,2507,BUSINESS,SG,RETAIL,MEDIUM,COMPLETE,False,46,753.9870816368541,150.79741632737083,2261.9612449105625
1872,SYN-ACCOUNT-01872,1814,BUSINESS,DE,SERVICES,HIGH,COMPLETE,True,21,1286.0881270017792,257.21762540035587,3858.264381005338
1876,SYN-ACCOUNT-01876,706,BUSINESS,SG,SERVICES,HIGH,COMPLETE,False,75,1457.4282900009666,291.4856580001933,4372.2848700029
1882,SYN-ACCOUNT-01882,541,BUSINESS,SG,TECHNOLOGY,MEDIUM,COMPLETE,False,82,1127.2403671096458,225.44807342192917,3381.7211013289375
1883,SYN-ACCOUNT-01883,2540,PERSON,IN,RETAIL,LOW,COMPLETE,False,30,1716.4618671759772,343.2923734351955,5149.385601527932
1888,SYN-ACCOUNT-01888,193,PERSON,DE,TECHNOLOGY,HIGH,COMPLETE,False,46,1463.2430077738613,292.64860155477226,4389.7290233215845
1890,SYN-ACCOUNT-01890,563,BUSINESS,DE,RETAIL,MEDIUM,COMPLETE,False,27,952.7468615155312,190.54937230310625,2858.2405845465937
1891,SYN-ACCOUNT-01891,743,BUSINESS,US,TECHNOLOGY,HIGH,COMPLETE,False,13,403.1138566583129,80.62277133166259,1209.3415699749387
1892,SYN-ACCOUNT-01892,2638,PERSON,GB,RETAIL,LOW,COMPLETE,False,77,1138.1218111513072,227.62436223026145,3414.3654334539215
1894,SYN-ACCOUNT-01894,410,BUSINESS,US,TECHNOLOGY,MEDIUM,COMPLETE,False,68,204.51979887863402,40.903959775726804,613.5593966359021
1906,SYN-ACCOUNT-01906,895,BUSINESS,US,TECHNOLOGY,HIGH,COMPLETE,False,84,1169.4423403741214,233.8884680748243,3508.3270211223644
1915,SYN-ACCOUNT-01915,1557,PERSON,GB,TECHNOLOGY,LOW,COMPLETE,False,22,1497.0433605278374,299.4086721055675,4491.130081583512
1917,SYN-ACCOUNT-01917,1476,BUSINESS,IN,RETAIL,MEDIUM,COMPLETE,False,50,1251.5046915817877,250.30093831635756,3754.5140747453634
1932,SYN-ACCOUNT-01932,2504,BUSINESS,IN,SERVICES,LOW,COMPLETE,False,16,380.91500270428014,76.18300054085603,1142.7450081128404
1933,SYN-ACCOUNT-01933,2860,BUSINESS,IN,SERVICES,MEDIUM,COMPLETE,False,43,1198.5011777334025,239.70023554668052,3595.5035332002076
1939,SYN-ACCOUNT-01939,631,BUSINESS,GB,RETAIL,MEDIUM,COMPLETE,False,57,1343.427995673954,268.68559913479083,4030.2839870218622
1941,SYN-ACCOUNT-01941,767,PERSON,US,TECHNOLOGY,MEDIUM,COMPLETE,False,75,900.7034711684731,180.14069423369463,2702.1104135054193
1977,SYN-ACCOUNT-01977,1033,BUSINESS,GB,TECHNOLOGY,HIGH,COMPLETE,False,40,923.4189061375009,184.6837812275002,2770.256718412503
